questions,answers
" Phòng Tư vấn Học tập & Tâm lý Sinh viên cung cấp dịch vụ gì cho sinh viên?
","Phòng Tư vấn Học tập & Tâm lý Sinh viên cung cấp dịch vụ sau cho sinh viên:

1. Tư vấn tâm lý: Đây là dịch vụ giúp sinh viên có thể bày tỏ và chia sẻ những tâm tư, lo âu, và vướng mắc trong cuộc sống và học tập.

2. Tư vấn học tập: Phòng cung cấp hỗ trợ trong việc giải quyết các vấn đề liên quan đến học tập, như phương pháp học tập hiệu quả, quản lý thời gian và áp lực học tập.

3. Tổ chức các buổi nói chuyện chuyên đề và chia sẻ kinh nghiệm: Phòng tổ chức các sự kiện như buổi hội thảo và toạ đàm nhằm giúp sinh viên vượt qua các khó khăn và vướng mắc trong học tập và cuộc sống.

Thông tin liên hệ với Phòng Tư vấn Học tập & Tâm lý Sinh viên:

- Địa chỉ: Phòng 101 - C1, mở cửa theo lịch làm việc các ngày trong tuần.
- Số điện thoại: +84(0)24 3869 3108
- Email: ssu@hust.edu.vn
- Cổng thông tin (mục hoạt động): http://ctt.hust.edu.vn
- Fanpage: http://ww.facebook.com/phongtuvantamlydhbkhn

Đây là những cơ sở và kênh thông tin mà sinh viên có thể sử dụng để liên hệ và biết thêm thông tin chi tiết về các dịch vụ và hoạt động của Phòng Tư vấn Học tập & Tâm lý Sinh viên.
"
" Làm thế nào để liên hệ với Phòng Tư vấn Học tập & Tâm lý Sinh viên?
","Để liên hệ với Phòng Tư vấn Học tập & Tâm lý Sinh viên, bạn có thể sử dụng các thông tin sau:

- Địa chỉ: Phòng 101 - C1, mở cửa theo lịch làm việc các ngày trong tuần.
- Số điện thoại: +84(0)24 3869 3108
- Email: ssu@hust.edu.vn
- Cổng thông tin (mục hoạt động): http://ctt.hust.edu.vn
- Fanpage: http://ww.facebook.com/phongtuvantamlydhbkhn

Bạn có thể sử dụng các kênh thông tin này để liên hệ và biết thêm thông tin chi tiết về các dịch vụ và hoạt động của Phòng Tư vấn Học tập & Tâm lý Sinh viên.
"
" Tại sao sinh viên nên đến với Phòng Tư vấn Học tập & Tâm lý Sinh viên?
","Sinh viên nên đến với Phòng Tư vấn Học tập & Tâm lý Sinh viên vì nhiều lý do:

1. **Tư vấn toàn diện**: Phòng cung cấp dịch vụ tư vấn học tập và tâm lý, giúp sinh viên giải quyết các vấn đề liên quan đến học tập, tâm lý, sức khỏe sinh sản, giới tính và nhiều khía cạnh khác của cuộc sống.

2. **Hỗ trợ cá nhân hóa**: Sinh viên có thể bày tỏ, chia sẻ những tâm tư, vướng mắc và lo lắng của mình một cách riêng tư. Các chuyên viên tư vấn sẽ tạo điều kiện để hiểu và hỗ trợ mỗi sinh viên một cách cá nhân.

3. **Hướng dẫn kỹ năng sống**: Phòng tổ chức các hoạt động như buổi hội thảo, toạ đàm và chia sẻ kinh nghiệm, giúp sinh viên phát triển kỹ năng sống cần thiết để vượt qua các thách thức trong cuộc sống và học tập.

4. **Môi trường hỗ trợ**: Sinh viên sẽ được đón nhận và hỗ trợ tại một môi trường thân thiện và ấm áp, nơi họ có thể cảm thấy thoải mái để chia sẻ và nhận được sự giúp đỡ.

5. **Giải quyết vấn đề kịp thời**: Đến với Phòng, sinh viên sẽ có cơ hội nhận được sự giúp đỡ kịp thời trong việc giải quyết các vấn đề và khó khăn mà họ đang gặp phải.

Tóm lại, Phòng Tư vấn Học tập & Tâm lý Sinh viên không chỉ là nơi cung cấp sự hỗ trợ và tư vấn mà còn là một điểm đến an toàn và hỗ trợ cho sinh viên trong hành trình học tập và phát triển cá nhân của họ.
"
" Nếu bạn là một sinh viên gặp khó khăn trong học tập hoặc cuộc sống, bạn sẽ nghĩ đến việc tìm kiếm sự giúp đỡ từ đâu?
","Nếu bạn là một sinh viên gặp khó khăn trong học tập hoặc cuộc sống, bạn có thể nghĩ đến việc tìm kiếm sự giúp đỡ từ Phòng Tư vấn Học tập & Tâm lý Sinh viên. Phòng này được thiết lập với mục đích cung cấp hỗ trợ và tư vấn cho sinh viên trong nhiều lĩnh vực như học tập, tâm lý, sức khỏe sinh sản, giới tính và kỹ năng sống. Bạn có thể đến đây để tư vấn, gỡ rối và giải quyết các vấn đề bạn đang gặp phải, và cũng có cơ hội tham gia các buổi nói chuyện chuyên đề, chia sẻ kinh nghiệm để vượt qua khó khăn trong học tập và cuộc sống.

Ngoài ra, bạn cũng có thể tham khảo thông tin liên hệ sau để liên hệ trực tiếp với Phòng Tư vấn Học tập & Tâm lý Sinh viên:

- Địa chỉ: Phòng 101 - C1 (Mở cửa theo lịch làm việc các ngày trong tuần)
- Số điện thoại: +84(0)24 3869 3108
- Email: ssu@hust.edu.vn
- Cổng thông tin (mục hoạt động): http://ctt.hust.edu.vn
- Fanpage: http://ww.facebook.com/phongtuvantamlydhbkhn

Đến với Phòng này, bạn sẽ được đón nhận và hỗ trợ một cách toàn diện trong việc giải quyết các vấn đề và khó khăn của mình.
"
" Quyết định số 1589/ĐHBK-CTSV có ý nghĩa gì đối với việc cải thiện tình hình tâm lý của sinh viên?
","Quyết định số 1589/ĐHBK-CTSV có ý nghĩa quan trọng đối với việc cải thiện tình hình tâm lý của sinh viên thông qua việc phê duyệt và triển khai đề án ""Tăng cường hiệu quả hoạt động hỗ trợ, tư vấn tâm lý sinh viên giai đoạn 2021-2025"". Đây là một bước quan trọng trong nỗ lực của Nhà trường để cung cấp sự hỗ trợ và tư vấn tâm lý cho sinh viên đang gặp vấn đề trong học tập và cuộc sống.

Quyết định này giúp định rõ mục tiêu và phương pháp thực hiện của đề án, bao gồm:
- Tổ chức, quản lý các hoạt động tư vấn, hỗ trợ và can thiệp đối với tất cả sinh viên gặp vấn đề tâm lý, giúp họ tìm ra hướng giải quyết phù hợp và giảm thiểu tác động tiêu cực.
- Tư vấn, hỗ trợ xây dựng kế hoạch học tập phù hợp cho sinh viên bị cảnh báo học tập và giúp họ cải thiện phương pháp học tập và động lực học tập.
- Huy động và sử dụng hiệu quả nguồn lực con người, cơ sở vật chất và thông tin để triển khai các hoạt động trợ giúp tâm lý, bằng cách thiết lập mối quan hệ với đối tác và các chuyên gia ngoài trường.

Tóm lại, quyết định này không chỉ đưa ra cam kết của Nhà trường đối với việc cải thiện tâm lý sinh viên mà còn xác định các biện pháp cụ thể để thực hiện mục tiêu đó.
"
" Đối với sinh viên bị cảnh báo học tập, kế hoạch hỗ trợ được thực hiện như thế nào để giúp họ cải thiện hiệu suất học tập?
","Đối với sinh viên bị cảnh báo về hiệu suất học tập, kế hoạch hỗ trợ được thực hiện như sau:

1. **Tư vấn và hỗ trợ cá nhân:** Nhà trường sẽ cung cấp tư vấn và hỗ trợ cá nhân cho hơn 60% sinh viên bị cảnh báo học tập. Điều này có thể bao gồm việc tham khảo với sinh viên về tình trạng học tập hiện tại của họ, xác định các vấn đề cụ thể họ đang gặp phải và xây dựng kế hoạch học tập phù hợp.

2. **Hỗ trợ phương pháp học tập:** Sinh viên sẽ được hỗ trợ trong việc cải thiện phương pháp học tập và động lực học tập đúng đắn. Điều này có thể bao gồm việc cung cấp các kỹ năng học tập hiệu quả, sự hỗ trợ trong việc quản lý thời gian và các nguồn lực khác để giúp họ thích nghi và thành công hơn trong học tập.

3. **Giảm tỷ lệ sinh viên có kết quả học tập kém:** Mục tiêu của kế hoạch là giảm tỷ lệ sinh viên có kết quả học tập kém mỗi năm. Để đạt được điều này, sinh viên sẽ được hỗ trợ để cải thiện hiệu suất học tập của họ thông qua các biện pháp như tư vấn cá nhân, hỗ trợ phương pháp học tập và động viên tích cực.

Tổng thể, kế hoạch hỗ trợ được thiết lập để đảm bảo rằng sinh viên bị cảnh báo về hiệu suất học tập được hỗ trợ một cách toàn diện, từ việc xác định vấn đề đến cung cấp các giải pháp cụ thể để cải thiện hiệu suất học tập của họ.
"
" Có bao nhiêu cộng tác viên tham gia vào hoạt động trợ giúp tâm lý và họ được huy động như thế nào?
","Có 2 mục giải pháp trong đề án đề cập đến việc huy động và sử dụng hiệu quả nguồn lực con người để hỗ trợ tâm lý sinh viên:

1. Thiết lập mối quan hệ giữa Nhà trường với nhiều đối tác và các chuyên gia ngoài trường để thu hút các nguồn lực trợ giúp tâm lý sinh viên.

2. Huy động đào tạo đủ lượng cộng tác viên là cán bộ, sinh viên hỗ trợ triển khai các hoạt động trợ giúp tâm lý.

Tuy nhiên, từ đoạn văn được cung cấp, không cung cấp thông tin cụ thể về số lượng cộng tác viên đã được huy động. Điều này có thể là do thông tin chi tiết về số lượng cộng tác viên không được đề cập trong văn bản hoặc nó có thể được cung cấp trong tài liệu đính kèm từ liên kết Google Drive được cung cấp. Để biết thông tin chi tiết về số lượng cộng tác viên, bạn có thể truy cập vào tài liệu từ liên kết để kiểm tra.
"
" Chức năng ""Kiểm tra điều kiện tốt nghiệp"" giúp sinh viên làm gì?
","Chức năng ""Kiểm tra điều kiện tốt nghiệp"" giúp sinh viên tự kiểm tra xem mình có đủ điều kiện xét tốt nghiệp theo các định hướng lựa chọn hay không. Khi chọn mục này, sinh viên có thể xem được các định hướng kiểm tra điều kiện tốt nghiệp để kiểm tra chương trình học của mình phù hợp với điều kiện xét tốt nghiệp nào. Kết quả kiểm tra sẽ được thông báo và sinh viên có thể dựa vào đó để biết mình còn thiếu điều kiện gì khi thực hiện việc xét tốt nghiệp.
"
" Sinh viên cần đến đâu để lấy giấy thanh toán ra trường và làm thủ tục nhận Bằng tốt nghiệp Đại học?
","Để lấy giấy thanh toán ra trường và làm thủ tục nhận Bằng tốt nghiệp Đại học, sinh viên cần đến Phòng CTSV - C1-103-104. Sau khi hoàn thành các dấu thanh toán, họ sẽ nhận được giấy thanh toán để chuẩn bị cho việc nhận bằng.
"
" Sau khi nộp giấy tờ, bao lâu sau sinh viên có thể nhận được giấy chứng nhận thay Bằng Đại học bị mất?
","Sau khi nộp giấy tờ, sinh viên có thể nhận được giấy chứng nhận thay Bằng Đại học bị mất trong vòng 3 ngày.
"
" Mức phí gửi xe đạp và xe máy là bao nhiêu?
","Mức phí gửi xe đạp và xe máy trong khu vực trường học được quy định như sau:

- Xe đạp:
  - Thường xuyên: 1.000 đồng/xe/lượt
  - Vãng lai: 2.000 đồng/xe/lượt

- Xe máy:
  - Thường xuyên: 2.000 đồng/xe/lượt
  - Vãng lai: 3.000 đồng/xe/lượt

Đối với gửi xe sau 18h, mức phí sẽ thay đổi như sau:

- Xe đạp sau 18h:
  - Thường xuyên: 2.000 đồng/xe/lượt
  - Vãng lai: 3.000 đồng/xe/lượt

- Xe máy sau 18h:
  - Thường xuyên: 4.000 đồng/xe/lượt
  - Vãng lai: 4.000 đồng/xe/lượt

Địa chỉ của Trung tâm phục vụ Bách khoa là Phòng 102 nhà D3-5, số điện thoại liên hệ: 024.3623.0523.
"
" Làm vé xe buýt tháng có những bước nào?
","Để làm vé xe buýt tháng, sinh viên có thể tuân theo các bước sau từ đoạn văn:

1. **Cách thức làm vé xe buýt tháng**:
   - Cách 1: Sinh viên tự điền thông tin và dán ảnh vào Đơn đề nghị làm vé xe buýt tháng và mang lên Phòng Công tác Sinh viên hoặc Văn phòng Viện đào tạo để xin xác nhận. Sau đó, mang đơn đến điểm làm vé xe buýt tháng để làm thẻ.
   - Cách 2: Sinh viên truy cập vào hệ thống cổng thông tin sinh viên hust.edu.vn hoặc App iCTSV để đăng ký cấp giấy làm vé xe buýt tháng. Mang theo 02 ảnh 2x3cm khi đến Phòng Công tác Sinh viên nhận kết quả và đơn đề nghị là vé xe buýt tháng. Sau khi có xác nhận từ Phòng Công tác Sinh viên, mang đơn đến điểm làm vé xe buýt tháng để làm vé.

2. **Địa điểm làm vé xe buýt tháng**:
   - Tại điểm làm vé xe buýt tháng trên Phố Trần Đại Nghĩa (ra khỏi cổng Trần Đại Nghĩa rẽ trái khoảng 300 m) hoặc các điểm làm vé xe buýt khác của Thành phố.

Thông tin chi tiết về quy trình và địa điểm làm vé xe buýt tháng có thể được tìm thấy trong đoạn văn trên.
"
" Cách nào để làm vé xe buýt tháng theo cách 1?
","Theo đoạn văn, để làm vé xe buýt tháng theo cách 1, bạn cần thực hiện các bước sau:

1. **Điền thông tin và dán ảnh vào đơn đề nghị**: Bạn cần điền thông tin cá nhân và dán ảnh của mình vào Đơn đề nghị làm vé xe buýt tháng. Bạn có thể lấy mẫu đơn tại [địa chỉ này](https://ctt.hust.edu.vn/DisplayWeb/DisplayBaiViet?baiviet=38014).

2. **Xác nhận tại Phòng Công tác Sinh viên hoặc Văn phòng Viện đào tạo**: Sau khi điền thông tin và dán ảnh vào đơn đề nghị, bạn cần mang đơn đến Phòng Công tác Sinh viên hoặc Văn phòng Viện đào tạo để xin xác nhận.

3. **Mang đơn đến điểm làm vé xe buýt tháng**: Sau khi đã có xác nhận của Phòng Công tác Sinh viên hoặc Văn phòng Viện đào tạo, bạn cần mang đơn đề nghị đã được xác nhận đến điểm làm vé xe buýt tháng để làm thẻ.

Địa điểm làm vé xe buýt tháng bao gồm điểm làm vé xe buýt tháng trên Phố Trần Đại Nghĩa (ra khỏi cổng Trần Đại Nghĩa rẽ trái khoảng 300 m) hoặc các điểm làm vé xe buýt khác của Thành phố.
"
